FECHA_COMPRA;FECHA_ENTREGA;SUCURSAL;VENDEDOR;PRODUCTO;CANTIDAD;ORDEN;DIAS_ENTREGA
2023-11-30;2024-01-17;SUCURSAL 75;VENDEDOR 318;S-4297;8406;75-8723;48
2023-11-21;2024-01-06;SUCURSAL 98;VENDEDOR 250;T-3273;2875;65-6594;46
2023-11-22;2023-12-25;SUCURSAL 60;VENDEDOR 554;O-7072;6534;68-9562;33
2023-11-16;2023-12-21;SUCURSAL 76;VENDEDOR 221;Q-425;1387;69-9619;35
2023-11-16;2024-01-05;SUCURSAL 95;VENDEDOR 593;T-7021;9609;68-1651;50
2023-11-19;2024-01-16;SUCURSAL 47;VENDEDOR 575;G-1200;7474;87-9472;58
2023-11-26;2023-12-11;SUCURSAL 80;VENDEDOR 909;R-8440;1539;82-4776;15
2023-11-29;2024-01-01;SUCURSAL 1;VENDEDOR 736;X-1710;9481;65-2951;33
2023-11-30;2023-12-02;SUCURSAL 52;VENDEDOR 489;S-6340;5655;88-7019;2
2023-11-21;2024-01-31;SUCURSAL 11;VENDEDOR 42;S-7000;611;80-8866;71
2023-11-20;2024-01-04;SUCURSAL 82;VENDEDOR 725;R-2293;3142;84-9511;45
2023-11-29;2023-12-11;SUCURSAL 19;VENDEDOR 92;T-1203;1080;79-6244;12
2023-11-01;2023-12-25;SUCURSAL 49;VENDEDOR 866;B-9724;9409;77-8261;54
2023-11-03;2024-01-06;SUCURSAL 27;VENDEDOR 94;N-1593;802;85-9514;64
2023-11-20;2024-01-05;SUCURSAL 73;VENDEDOR 786;M-5454;7797;73-7198;46
2023-11-13;2023-12-28;SUCURSAL 93;VENDEDOR 442;U-6190;261;87-963;45
2023-11-24;2023-12-05;SUCURSAL 42;VENDEDOR 112;N-7813;7975;72-2783;11
2023-11-06;2024-01-03;SUCURSAL 21;VENDEDOR 773;G-2382;8054;67-8583;58
2023-11-16;2024-01-06;SUCURSAL 36;VENDEDOR 367;V-7211;4862;65-7700;51
2023-11-29;2023-12-26;SUCURSAL 61;VENDEDOR 907;Y-9551;8718;67-6960;27
2023-11-25;2023-12-20;SUCURSAL 85;VENDEDOR 416;O-2551;1483;89-2585;25
2023-11-07;2023-12-04;SUCURSAL 62;VENDEDOR 288;N-1174;1434;79-4900;27
2023-11-28;2024-01-12;SUCURSAL 41;VENDEDOR 377;G-8188;763;65-4155;45
2023-11-19;2024-01-18;SUCURSAL 43;VENDEDOR 935;U-3636;8189;72-2305;60
2023-11-19;2023-12-18;SUCURSAL 16;VENDEDOR 913;X-5832;8594;80-9510;29
2023-11-03;2023-12-19;SUCURSAL 28;VENDEDOR 564;Z-6641;4761;81-9887;46
2023-11-22;2023-12-17;SUCURSAL 42;VENDEDOR 933;K-1938;5093;81-3324;25
2023-11-12;2024-01-01;SUCURSAL 35;VENDEDOR 528;N-3873;350;88-7147;50
2023-11-23;2023-12-27;SUCURSAL 52;VENDEDOR 76;M-5829;9673;77-6926;34
2023-11-27;2024-01-07;SUCURSAL 39;VENDEDOR 471;X-6369;3726;75-5406;41
2023-11-09;2023-12-14;SUCURSAL 78;VENDEDOR 351;F-4440;1887;75-5233;35
2023-11-03;2023-12-28;SUCURSAL 23;VENDEDOR 871;I-3617;3740;87-910;55
2023-11-11;2024-01-13;SUCURSAL 17;VENDEDOR 961;P-6491;4038;70-7572;63
2023-11-28;2023-12-14;SUCURSAL 56;VENDEDOR 864;E-7574;5640;88-2319;16
2023-11-21;2023-12-15;SUCURSAL 31;VENDEDOR 897;V-7785;3828;88-7594;24
2023-11-29;2024-01-05;SUCURSAL 12;VENDEDOR 20;P-5444;7414;89-3212;37
2023-11-27;2023-12-19;SUCURSAL 77;VENDEDOR 349;D-4347;836;78-9197;22
2023-11-28;2024-01-13;SUCURSAL 39;VENDEDOR 443;F-4826;2901;80-3846;46
2023-11-23;2023-12-16;SUCURSAL 45;VENDEDOR 929;S-2311;1052;85-459;23
2023-11-27;2023-12-19;SUCURSAL 90;VENDEDOR 391;C-3900;7956;71-4205;22
2023-11-14;2024-01-24;SUCURSAL 83;VENDEDOR 453;O-7027;6084;77-939;71
2023-11-13;2024-01-16;SUCURSAL 56;VENDEDOR 809;L-2013;7454;74-5743;64
2023-11-30;2023-12-31;SUCURSAL 33;VENDEDOR 947;A-2955;4157;67-6705;31
2023-11-20;2024-01-30;SUCURSAL 76;VENDEDOR 908;G-8969;3732;66-2925;71
2023-11-23;2024-01-28;SUCURSAL 67;VENDEDOR 134;F-6328;9685;80-9588;66
2023-11-18;2023-12-20;SUCURSAL 71;VENDEDOR 890;F-9439;3970;87-5092;32
2023-11-28;2024-01-27;SUCURSAL 93;VENDEDOR 85;F-3016;2764;89-2438;60
2023-11-05;2023-12-13;SUCURSAL 54;VENDEDOR 7;K-6795;2618;85-25;38
2023-11-12;2023-12-31;SUCURSAL 43;VENDEDOR 540;D-4592;7485;88-1399;49
2023-11-27;2024-01-30;SUCURSAL 76;VENDEDOR 777;U-8451;9453;82-4045;64
2023-11-30;2024-01-04;SUCURSAL 76;VENDEDOR 795;W-3418;5252;84-7949;35
2023-11-05;2023-12-31;SUCURSAL 20;VENDEDOR 520;R-866;3921;87-5379;56
2023-11-10;2024-01-30;SUCURSAL 3;VENDEDOR 171;N-3732;9781;75-8237;81
2023-11-18;2024-01-15;SUCURSAL 94;VENDEDOR 98;S-5498;1335;76-2267;58
2023-11-02;2023-12-27;SUCURSAL 87;VENDEDOR 824;D-5378;4784;88-4603;55
2023-11-21;2024-01-02;SUCURSAL 38;VENDEDOR 102;X-3994;6007;71-451;42
2023-11-11;2023-12-16;SUCURSAL 64;VENDEDOR 981;E-4535;1678;82-5549;35
2023-11-12;2024-01-18;SUCURSAL 42;VENDEDOR 943;A-9860;7052;69-1758;67
2023-11-02;2024-01-24;SUCURSAL 47;VENDEDOR 245;U-4222;6480;71-8802;83
2023-11-23;2023-12-03;SUCURSAL 57;VENDEDOR 803;S-614;6664;84-2466;10
2023-11-19;2023-12-10;SUCURSAL 67;VENDEDOR 670;H-4168;2350;84-5815;21
2023-11-13;2024-01-21;SUCURSAL 72;VENDEDOR 115;E-9723;7076;74-9795;69
2023-11-06;2023-12-18;SUCURSAL 35;VENDEDOR 873;M-2655;2958;77-5077;42
2023-11-13;2023-12-27;SUCURSAL 52;VENDEDOR 272;I-869;5892;89-32;44
2023-11-11;2023-12-21;SUCURSAL 39;VENDEDOR 970;U-1906;7451;66-3372;40
2023-11-24;2024-01-18;SUCURSAL 1;VENDEDOR 187;G-9056;5703;77-8926;55
2023-11-20;2023-12-30;SUCURSAL 58;VENDEDOR 688;N-8962;1248;89-4641;40
2023-11-14;2023-12-30;SUCURSAL 91;VENDEDOR 649;Q-366;7783;74-2896;46
2023-11-26;2024-01-17;SUCURSAL 58;VENDEDOR 471;F-2536;7626;80-987;52
2023-11-23;2023-12-21;SUCURSAL 8;VENDEDOR 868;H-6118;6696;69-7427;28
2023-11-24;2024-01-22;SUCURSAL 95;VENDEDOR 253;V-2569;8074;70-9008;59
2023-11-17;2023-12-31;SUCURSAL 91;VENDEDOR 417;U-6433;1712;84-6352;44
2023-11-13;2024-01-10;SUCURSAL 41;VENDEDOR 393;E-8678;4653;68-8796;58
2023-11-22;2024-01-18;SUCURSAL 60;VENDEDOR 944;Z-6618;4280;87-9136;57
2023-11-29;2024-01-09;SUCURSAL 76;VENDEDOR 434;L-9500;2610;69-7849;41
2023-11-03;2024-01-18;SUCURSAL 54;VENDEDOR 512;N-426;7229;85-1227;76
2023-11-05;2023-12-05;SUCURSAL 16;VENDEDOR 885;Q-5465;4648;86-3833;30
2023-11-12;2023-12-15;SUCURSAL 92;VENDEDOR 963;Y-9858;6810;70-2927;33
2023-11-15;2024-01-28;SUCURSAL 99;VENDEDOR 733;X-3695;8502;88-3519;74
2023-11-24;2024-01-04;SUCURSAL 13;VENDEDOR 919;C-6769;5267;73-4394;41
2023-11-27;2023-12-03;SUCURSAL 38;VENDEDOR 219;A-9203;5303;65-5734;6
2023-11-26;2023-12-16;SUCURSAL 59;VENDEDOR 955;M-9326;4110;80-4831;20
2023-11-24;2023-12-03;SUCURSAL 64;VENDEDOR 819;K-6108;8369;68-9783;9
2023-11-11;2023-12-01;SUCURSAL 91;VENDEDOR 421;Z-3882;9755;75-1652;20
2023-11-06;2024-01-09;SUCURSAL 11;VENDEDOR 354;A-2701;6615;65-3160;64
2023-11-10;2023-12-12;SUCURSAL 16;VENDEDOR 330;L-9689;4032;81-9988;32
2023-11-26;2023-12-14;SUCURSAL 45;VENDEDOR 562;O-3234;1668;82-7633;18
2023-11-16;2023-12-09;SUCURSAL 71;VENDEDOR 738;X-9343;5197;73-2235;23
2023-11-27;2023-12-10;SUCURSAL 64;VENDEDOR 694;B-4633;6784;78-2321;13
2023-11-23;2024-01-09;SUCURSAL 27;VENDEDOR 163;O-7917;3264;83-8323;47
2023-11-23;2023-12-21;SUCURSAL 34;VENDEDOR 42;N-4145;145;71-7139;28
2023-11-15;2023-12-25;SUCURSAL 51;VENDEDOR 198;I-5966;8213;83-6948;40
2023-11-28;2024-01-26;SUCURSAL 68;VENDEDOR 320;F-479;8615;72-9072;59
2023-11-17;2024-01-25;SUCURSAL 24;VENDEDOR 905;Y-2;9642;80-8963;69
2023-11-24;2023-12-22;SUCURSAL 34;VENDEDOR 50;G-6449;4748;73-5635;28
2023-11-03;2024-01-19;SUCURSAL 38;VENDEDOR 866;X-9191;7550;87-1039;77
2023-11-21;2024-01-19;SUCURSAL 44;VENDEDOR 367;M-4357;5954;89-7408;59
2023-11-15;2023-12-05;SUCURSAL 6;VENDEDOR 405;B-3727;8782;84-9844;20
2023-11-14;2024-01-17;SUCURSAL 59;VENDEDOR 119;J-9918;2695;89-8930;64
2023-11-26;2023-12-12;SUCURSAL 56;VENDEDOR 236;S-7693;1816;71-4000;16
2023-11-02;2023-12-03;SUCURSAL 88;VENDEDOR 797;K-1625;2676;65-1369;31
2023-11-11;2024-01-22;SUCURSAL 73;VENDEDOR 203;G-82;4668;85-8281;72
2023-11-24;2024-01-28;SUCURSAL 22;VENDEDOR 896;P-3202;5822;78-1394;65
2023-11-17;2023-12-04;SUCURSAL 34;VENDEDOR 598;T-9053;4348;84-14;17
2023-11-04;2023-12-21;SUCURSAL 31;VENDEDOR 928;Z-4943;7525;75-7037;47
2023-11-16;2024-01-05;SUCURSAL 39;VENDEDOR 247;K-4647;9024;69-5876;50
2023-11-06;2024-01-17;SUCURSAL 60;VENDEDOR 903;O-8947;1666;82-6090;72
2023-11-09;2023-12-18;SUCURSAL 25;VENDEDOR 595;E-9585;4977;74-6274;39
2023-11-18;2023-12-02;SUCURSAL 17;VENDEDOR 524;L-469;6956;85-6209;14
2023-11-20;2023-12-01;SUCURSAL 58;VENDEDOR 713;Q-4130;7938;73-334;11
2023-11-23;2023-12-16;SUCURSAL 67;VENDEDOR 977;V-1152;3724;85-6522;23
2023-11-10;2023-12-12;SUCURSAL 48;VENDEDOR 392;I-8568;2514;79-4358;32
2023-11-28;2024-01-16;SUCURSAL 26;VENDEDOR 899;W-9062;5945;68-6310;49
2023-11-15;2024-01-23;SUCURSAL 77;VENDEDOR 792;Y-9953;1307;65-3167;69
2023-11-19;2024-01-04;SUCURSAL 53;VENDEDOR 750;Q-6131;2074;77-301;46
2023-11-10;2023-12-15;SUCURSAL 7;VENDEDOR 481;M-8906;9482;81-2955;35
2023-11-08;2023-12-01;SUCURSAL 71;VENDEDOR 89;S-5376;1870;86-6812;23
2023-11-01;2023-12-03;SUCURSAL 17;VENDEDOR 162;Z-7187;1762;77-6352;32
2023-11-29;2024-01-11;SUCURSAL 15;VENDEDOR 751;O-9263;7335;85-2386;43
2023-11-20;2023-12-12;SUCURSAL 26;VENDEDOR 519;C-5281;7351;84-1145;22
2023-11-07;2023-12-18;SUCURSAL 34;VENDEDOR 463;J-9720;956;84-355;41
2023-11-20;2024-01-19;SUCURSAL 65;VENDEDOR 232;J-2507;8293;85-5608;60
2023-11-23;2024-01-04;SUCURSAL 53;VENDEDOR 69;E-2791;5688;70-6790;42
2023-11-12;2024-01-26;SUCURSAL 37;VENDEDOR 316;T-8315;8452;87-250;75
2023-11-18;2023-12-05;SUCURSAL 61;VENDEDOR 661;E-1962;6785;85-2502;17
2023-11-05;2023-12-05;SUCURSAL 38;VENDEDOR 904;I-6126;6532;80-3055;30
2023-11-18;2023-12-10;SUCURSAL 20;VENDEDOR 732;Z-750;6266;71-3027;22
2023-11-16;2023-12-21;SUCURSAL 13;VENDEDOR 233;A-9617;2752;69-3711;35
2023-11-29;2023-12-28;SUCURSAL 80;VENDEDOR 561;T-8061;9319;84-8823;29
2023-11-20;2023-12-26;SUCURSAL 70;VENDEDOR 391;N-3815;4044;67-3279;36
2023-11-14;2024-01-21;SUCURSAL 40;VENDEDOR 391;H-5517;3708;87-2961;68
2023-11-03;2024-01-24;SUCURSAL 2;VENDEDOR 926;P-97;7184;71-3065;82
2023-11-06;2023-12-11;SUCURSAL 97;VENDEDOR 793;O-3162;5036;65-5317;35
2023-11-15;2023-12-28;SUCURSAL 28;VENDEDOR 348;R-5573;6059;69-2036;43
2023-11-18;2023-12-19;SUCURSAL 77;VENDEDOR 268;V-5532;7107;80-7123;31
2023-11-26;2024-01-07;SUCURSAL 50;VENDEDOR 824;Q-3020;7164;80-6039;42
2023-11-01;2023-12-23;SUCURSAL 74;VENDEDOR 961;F-5483;460;86-3411;52
2023-11-08;2024-01-21;SUCURSAL 36;VENDEDOR 367;S-5163;5152;80-3062;74
2023-11-28;2024-01-27;SUCURSAL 29;VENDEDOR 938;Y-3242;519;65-9682;60
2023-11-06;2023-12-17;SUCURSAL 1;VENDEDOR 504;A-8503;3942;85-1212;41
2023-11-10;2024-01-07;SUCURSAL 88;VENDEDOR 921;W-982;9659;90-8625;58
2023-11-15;2024-01-16;SUCURSAL 100;VENDEDOR 315;W-3456;166;79-9450;62
2023-11-17;2024-01-18;SUCURSAL 1;VENDEDOR 208;U-925;9131;80-2796;62
2023-11-23;2024-01-21;SUCURSAL 3;VENDEDOR 593;W-5035;7082;71-8759;59
2023-11-12;2024-01-09;SUCURSAL 45;VENDEDOR 858;U-165;2212;67-6912;58
2023-11-17;2024-01-17;SUCURSAL 22;VENDEDOR 531;K-5174;5040;84-6899;61
2023-11-06;2023-12-16;SUCURSAL 44;VENDEDOR 159;M-491;9976;88-8605;40
2023-11-23;2023-12-16;SUCURSAL 35;VENDEDOR 185;M-9466;3717;86-6117;23
2023-11-23;2023-12-29;SUCURSAL 77;VENDEDOR 415;M-7182;2071;66-2917;36
2023-11-20;2023-12-06;SUCURSAL 49;VENDEDOR 229;E-3304;6114;75-9485;16
2023-11-03;2024-01-29;SUCURSAL 23;VENDEDOR 605;Y-7748;5608;72-4578;87
2023-11-24;2024-01-15;SUCURSAL 19;VENDEDOR 469;C-8313;4849;75-3444;52
2023-11-07;2024-01-28;SUCURSAL 60;VENDEDOR 265;Z-9171;2953;76-2290;82
2023-11-27;2023-12-02;SUCURSAL 70;VENDEDOR 487;X-6101;2391;86-855;5
2023-11-26;2024-01-27;SUCURSAL 66;VENDEDOR 698;Z-4777;3992;81-328;62
2023-11-17;2023-12-24;SUCURSAL 51;VENDEDOR 14;C-6507;4921;72-2786;37
2023-11-04;2024-01-16;SUCURSAL 44;VENDEDOR 999;E-8906;6230;77-9191;73
2023-11-29;2023-12-13;SUCURSAL 69;VENDEDOR 664;U-1027;3294;89-170;14
2023-11-29;2024-01-31;SUCURSAL 48;VENDEDOR 839;B-2317;629;67-6642;63
2023-11-22;2024-01-24;SUCURSAL 94;VENDEDOR 818;U-5654;7286;67-5156;63
2023-11-03;2023-12-17;SUCURSAL 84;VENDEDOR 444;E-1416;4309;79-9047;44
2023-11-18;2023-12-10;SUCURSAL 75;VENDEDOR 425;T-9688;8503;73-6873;22
2023-11-05;2023-12-11;SUCURSAL 60;VENDEDOR 513;J-6459;7514;72-4509;36
2023-11-21;2024-01-26;SUCURSAL 43;VENDEDOR 226;F-7770;6913;79-3596;66
2023-11-11;2023-12-09;SUCURSAL 87;VENDEDOR 278;P-1171;4115;76-7941;28
2023-11-23;2024-01-18;SUCURSAL 96;VENDEDOR 858;E-3902;380;67-8799;56
2023-11-16;2023-12-15;SUCURSAL 79;VENDEDOR 906;C-4114;7171;69-7274;29
2023-11-04;2023-12-31;SUCURSAL 75;VENDEDOR 953;J-4110;2823;88-6762;57
2023-11-30;2024-01-15;SUCURSAL 92;VENDEDOR 838;A-5151;912;65-9914;46
2023-11-29;2024-01-17;SUCURSAL 5;VENDEDOR 355;X-9532;120;74-9081;49
2023-11-08;2024-01-16;SUCURSAL 94;VENDEDOR 117;G-1644;6007;81-907;69
2023-11-09;2024-01-16;SUCURSAL 47;VENDEDOR 550;W-4958;3181;87-4049;68
2023-11-06;2023-12-08;SUCURSAL 96;VENDEDOR 342;J-6093;1727;75-6643;32
2023-11-16;2023-12-31;SUCURSAL 40;VENDEDOR 688;K-1209;2085;77-1735;45
2023-11-20;2024-01-26;SUCURSAL 6;VENDEDOR 865;L-183;6949;80-6097;67
2023-11-16;2023-12-09;SUCURSAL 97;VENDEDOR 246;N-7484;4643;80-563;23
2023-11-28;2023-12-31;SUCURSAL 15;VENDEDOR 42;G-9918;3238;83-6833;33
2023-11-11;2024-01-13;SUCURSAL 79;VENDEDOR 95;T-9001;6154;90-5971;63
2023-11-30;2024-01-02;SUCURSAL 82;VENDEDOR 461;V-8582;3711;88-3078;33
2023-11-15;2023-12-18;SUCURSAL 93;VENDEDOR 902;V-3335;7266;88-5060;33
2023-11-30;2024-01-10;SUCURSAL 19;VENDEDOR 272;A-7455;2838;88-5664;41
2023-11-05;2023-12-14;SUCURSAL 46;VENDEDOR 212;H-6051;6159;69-1420;39
2023-11-12;2023-12-30;SUCURSAL 95;VENDEDOR 250;G-1768;9608;67-8957;48
2023-11-03;2024-01-14;SUCURSAL 32;VENDEDOR 262;U-7681;3430;86-5605;72
2023-11-27;2023-12-11;SUCURSAL 67;VENDEDOR 928;Z-3143;8608;76-7032;14
2023-11-08;2024-01-13;SUCURSAL 22;VENDEDOR 985;D-3636;5426;65-9786;66
2023-11-08;2024-01-20;SUCURSAL 92;VENDEDOR 905;F-9681;6971;65-7595;73
2023-11-30;2023-12-09;SUCURSAL 68;VENDEDOR 280;T-7521;4590;77-9182;9
2023-11-07;2024-01-25;SUCURSAL 33;VENDEDOR 506;F-3577;6927;74-9110;79
2023-11-11;2024-01-09;SUCURSAL 29;VENDEDOR 744;A-9946;208;88-1880;59
2023-11-19;2023-12-15;SUCURSAL 20;VENDEDOR 837;W-819;6477;66-2951;26
2023-11-11;2023-12-27;SUCURSAL 67;VENDEDOR 502;G-3338;8082;69-176;46
2023-11-22;2024-01-28;SUCURSAL 78;VENDEDOR 374;B-255;8623;74-1725;67
2023-11-17;2024-01-17;SUCURSAL 67;VENDEDOR 634;S-8113;6459;73-2969;61
2023-11-29;2023-12-26;SUCURSAL 43;VENDEDOR 520;J-2030;4190;68-2992;27
2023-11-20;2023-12-01;SUCURSAL 29;VENDEDOR 493;L-2640;789;88-6931;11
2023-11-19;2024-01-14;SUCURSAL 22;VENDEDOR 654;I-6800;9643;73-6545;56
2023-11-08;2023-12-05;SUCURSAL 83;VENDEDOR 341;Q-1244;2867;67-3255;27
2023-11-29;2024-01-29;SUCURSAL 67;VENDEDOR 894;N-7677;5013;80-9530;61
2023-11-13;2023-12-18;SUCURSAL 44;VENDEDOR 545;Q-9940;3014;90-7175;35
2023-11-14;2024-01-02;SUCURSAL 75;VENDEDOR 939;K-5628;2180;70-9230;49
2023-11-11;2023-12-06;SUCURSAL 96;VENDEDOR 534;L-3668;3030;77-3909;25
2023-11-09;2024-01-25;SUCURSAL 81;VENDEDOR 91;B-4201;7603;74-4805;77
2023-11-30;2023-12-20;SUCURSAL 34;VENDEDOR 627;K-1092;1310;87-9321;20
2023-11-14;2024-01-10;SUCURSAL 53;VENDEDOR 532;R-1626;8378;74-1267;57
2023-11-22;2023-12-24;SUCURSAL 22;VENDEDOR 863;A-1754;7582;77-2196;32
2023-11-03;2023-12-18;SUCURSAL 91;VENDEDOR 58;O-1709;5050;66-6174;45
2023-11-17;2023-12-30;SUCURSAL 63;VENDEDOR 892;U-8533;1139;65-1700;43
2023-11-15;2024-01-08;SUCURSAL 22;VENDEDOR 405;U-9249;6178;85-9984;54
2023-11-03;2024-01-04;SUCURSAL 64;VENDEDOR 934;C-1708;8828;76-9296;62
2023-11-27;2023-12-24;SUCURSAL 93;VENDEDOR 279;A-6585;5627;87-5003;27
2023-11-03;2023-12-12;SUCURSAL 54;VENDEDOR 176;J-3213;2105;76-8211;39
2023-11-28;2024-01-13;SUCURSAL 55;VENDEDOR 980;M-9684;7239;80-9876;46
2023-11-25;2023-12-16;SUCURSAL 28;VENDEDOR 21;L-34;6545;84-3804;21
2023-11-17;2024-01-22;SUCURSAL 12;VENDEDOR 948;R-1770;1439;86-4730;66
2023-11-23;2024-01-07;SUCURSAL 42;VENDEDOR 369;Z-9719;8235;86-8350;45
2023-11-14;2024-01-08;SUCURSAL 65;VENDEDOR 627;H-4513;7835;76-6537;55
2023-11-17;2023-12-18;SUCURSAL 2;VENDEDOR 313;K-5456;3116;76-6094;31
2023-11-26;2023-12-06;SUCURSAL 41;VENDEDOR 401;D-8555;6194;88-4350;10
2023-11-26;2023-12-30;SUCURSAL 3;VENDEDOR 511;T-2953;5964;77-6383;34
2023-11-11;2024-01-07;SUCURSAL 10;VENDEDOR 133;N-1869;2784;72-1034;57
2023-11-07;2024-01-24;SUCURSAL 89;VENDEDOR 843;U-5115;6855;66-4302;78
2023-11-03;2023-12-09;SUCURSAL 55;VENDEDOR 550;G-1497;8177;73-4881;36
2023-11-15;2023-12-07;SUCURSAL 97;VENDEDOR 969;M-6115;2608;65-9769;22
2023-11-13;2023-12-05;SUCURSAL 1;VENDEDOR 633;E-1569;2535;72-6362;22
2023-11-20;2024-01-04;SUCURSAL 3;VENDEDOR 334;X-6190;5415;65-3014;45
2023-11-29;2023-12-28;SUCURSAL 21;VENDEDOR 693;Q-2623;4745;79-1934;29
2023-11-14;2023-12-27;SUCURSAL 82;VENDEDOR 466;M-2777;6377;87-8650;43
2023-11-21;2023-12-16;SUCURSAL 94;VENDEDOR 665;D-9559;2970;89-4052;25
2023-11-21;2023-12-14;SUCURSAL 92;VENDEDOR 694;I-5047;3255;75-9793;23
2023-11-09;2024-01-24;SUCURSAL 47;VENDEDOR 977;E-5656;3889;77-7578;76
2023-11-16;2024-01-25;SUCURSAL 84;VENDEDOR 557;L-3290;5433;68-1375;70
2023-11-02;2023-12-20;SUCURSAL 87;VENDEDOR 949;L-372;6969;90-9041;48
2023-11-03;2024-01-10;SUCURSAL 33;VENDEDOR 488;C-122;4529;80-8556;68
2023-11-05;2023-12-12;SUCURSAL 11;VENDEDOR 697;I-5910;6106;69-3618;37
2023-11-26;2023-12-31;SUCURSAL 20;VENDEDOR 168;X-3855;3673;82-7254;35
2023-11-12;2023-12-16;SUCURSAL 84;VENDEDOR 97;G-663;8091;81-5448;34
2023-11-22;2024-01-20;SUCURSAL 80;VENDEDOR 395;M-8950;7356;86-2970;59
2023-11-22;2024-01-17;SUCURSAL 62;VENDEDOR 924;A-6659;5083;79-5048;56
2023-11-27;2023-12-06;SUCURSAL 12;VENDEDOR 3;H-8694;7834;80-1935;9
2023-11-21;2023-12-18;SUCURSAL 37;VENDEDOR 811;T-2466;6599;69-3101;27
2023-11-05;2024-01-16;SUCURSAL 38;VENDEDOR 119;X-3960;2292;79-6453;72
2023-11-30;2023-12-22;SUCURSAL 42;VENDEDOR 378;I-3487;5518;66-2884;22
2023-11-05;2023-12-27;SUCURSAL 75;VENDEDOR 443;D-2196;4211;82-337;52
2023-11-04;2023-12-22;SUCURSAL 10;VENDEDOR 834;A-131;9118;80-6347;48
2023-11-13;2024-01-23;SUCURSAL 14;VENDEDOR 315;P-8268;3483;89-8891;71
2023-11-06;2024-01-31;SUCURSAL 93;VENDEDOR 621;K-4836;9824;66-7965;86
2023-11-07;2024-01-27;SUCURSAL 71;VENDEDOR 87;Z-115;1365;74-4094;81
2023-11-25;2024-01-26;SUCURSAL 24;VENDEDOR 746;U-4419;2322;65-9015;62
2023-11-04;2024-01-26;SUCURSAL 62;VENDEDOR 800;B-1645;8944;77-3229;83
2023-11-05;2024-01-24;SUCURSAL 23;VENDEDOR 725;L-1617;7026;88-8367;80
2023-11-17;2024-01-13;SUCURSAL 50;VENDEDOR 173;M-4815;7627;85-4735;57
2023-11-24;2023-12-18;SUCURSAL 51;VENDEDOR 576;D-8637;1077;88-1258;24
2023-11-19;2024-01-16;SUCURSAL 63;VENDEDOR 79;D-3659;1093;89-400;58
2023-11-16;2024-01-26;SUCURSAL 76;VENDEDOR 315;E-254;4189;67-1924;71
2023-11-13;2023-12-14;SUCURSAL 57;VENDEDOR 619;B-4795;4617;79-2819;31
2023-11-09;2024-01-06;SUCURSAL 90;VENDEDOR 237;L-3999;2300;89-1876;58
2023-11-24;2024-01-09;SUCURSAL 15;VENDEDOR 65;I-7197;1719;90-7713;46
2023-11-11;2023-12-15;SUCURSAL 1;VENDEDOR 806;T-4812;5357;85-477;34
2023-11-08;2024-01-22;SUCURSAL 29;VENDEDOR 652;P-945;1434;68-7912;75
2023-11-10;2024-01-07;SUCURSAL 72;VENDEDOR 129;T-3297;2831;67-4484;58
2023-11-13;2024-01-03;SUCURSAL 32;VENDEDOR 750;W-9414;4781;77-4687;51
2023-11-12;2023-12-23;SUCURSAL 26;VENDEDOR 907;K-1548;6934;85-7569;41
2023-11-11;2024-01-31;SUCURSAL 87;VENDEDOR 577;Q-8166;4923;81-1088;81
2023-11-18;2023-12-29;SUCURSAL 40;VENDEDOR 177;I-6101;2330;83-7230;41
2023-11-19;2024-01-18;SUCURSAL 3;VENDEDOR 935;C-1375;6321;81-2380;60
2023-11-19;2024-01-26;SUCURSAL 24;VENDEDOR 313;Q-2816;4036;71-534;68
2023-11-04;2023-12-25;SUCURSAL 22;VENDEDOR 732;L-7115;9235;76-8492;51
2023-11-18;2023-12-26;SUCURSAL 47;VENDEDOR 446;Q-3162;999;88-625;38
2023-11-23;2023-12-25;SUCURSAL 89;VENDEDOR 721;A-4883;5735;74-5361;32
2023-11-01;2024-01-09;SUCURSAL 83;VENDEDOR 412;B-941;1050;78-6827;69
2023-11-24;2024-01-26;SUCURSAL 95;VENDEDOR 647;G-6338;4928;87-7180;63
2023-11-25;2024-01-28;SUCURSAL 23;VENDEDOR 968;W-7198;8833;67-7803;64
2023-11-28;2024-01-15;SUCURSAL 61;VENDEDOR 731;X-3998;9199;75-7659;48
2023-11-07;2024-01-14;SUCURSAL 48;VENDEDOR 496;C-7711;827;72-5454;68
2023-11-10;2023-12-03;SUCURSAL 48;VENDEDOR 315;R-4181;9829;81-8990;23
2023-11-13;2024-01-22;SUCURSAL 15;VENDEDOR 173;F-3047;6347;88-6542;70
2023-11-27;2023-12-13;SUCURSAL 84;VENDEDOR 114;L-7748;2940;82-4950;16
2023-11-05;2024-01-08;SUCURSAL 71;VENDEDOR 806;S-8697;4140;78-8497;64
2023-11-01;2023-12-08;SUCURSAL 83;VENDEDOR 248;P-5738;2722;81-5914;37
2023-11-04;2023-12-23;SUCURSAL 63;VENDEDOR 998;I-7768;2467;88-3850;49
2023-11-13;2024-01-14;SUCURSAL 85;VENDEDOR 236;E-2081;2787;90-5014;62
2023-11-01;2023-12-22;SUCURSAL 37;VENDEDOR 107;Y-4210;7803;76-3961;51
2023-11-22;2024-01-15;SUCURSAL 70;VENDEDOR 558;Y-8131;8784;78-6713;54
2023-11-13;2024-01-07;SUCURSAL 99;VENDEDOR 780;L-2270;6779;75-4459;55
